result,table,_start,_stop,Ex,Id,SIC,SeqNo,Type,_measurement,sum1,sum2,Volume
_result,18,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_110,MEDICAL,10,CT,findata,7000,175656.6,25.0938
_result,19,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_111,COMPUTERS,1,T,findata,3400,159800.0,47.0
_result,20,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_112,PHARMACEUTICALS,101,CT,findata,500,43937.5,87.875
_result,21,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_113,PHARMACEUTICALS,11,T,findata,4000,36625.0,9.1562
_result,22,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_1136,CONSTRUCTION,50,T,findata,5700,386709.66,67.8438
_result,23,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_11391,FINANCIAL,52,CT,findata,200,7293.76,36.4688
_result,24,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_114,SOFTWARE,100,T,findata,8000,712249.6,89.0312
_result,25,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_115,CHEMICALS,10,T,findata,6100,23828.125,3.9062
_result,26,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_116,COMPUTERS,10,T,findata,8200,746455.84,91.0312
_result,27,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_11663,CONSTRUCTION,64,T,findata,6900,578522.22,83.8438
_result,28,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_11692,CONSTRUCTION,73,CT,findata,5900,472184.08,80.0312
_result,29,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_117,CHEMICALS,102,T,findata,3900,296156.25,75.9375
_result,30,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_11789,MEDICAL,78,T,findata,7900,144175.0,18.25
_result,31,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_118,PHARMACEUTICALS,1,CT,findata,2800,47600.0,17.0
_result,32,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_119,ENTERTAINMENT,1,T,findata,3400,115600.0,34.0
_result,33,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_12,INDUSTRIAL,1,T,findata,2400,48000.0,20.0
_result,34,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_120,ENTERTAINMENT,11,T,findata,1900,157818.75,83.0625
_result,35,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_121,PHARMACEUTICALS,1,CT,findata,600,25200.0,42.0
_result,36,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_12137,CHEMICALS,65,T,findata,9000,565594.2,62.8438
_result,37,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_12145,ENTERTAINMENT,73,T,findata,900,62943.75,69.9375
_result,38,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_122,MEDICAL,1,T,findata,2600,62400.0,24.0
_result,39,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_12298,INDUSTRIAL,73,T,findata,7200,589500.0,81.875
_result,40,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_123,INDUSTRIAL,10,T,findata,3100,154806.25,49.9375
_result,41,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_12361,MEDICAL,69,T,findata,7900,395987.5,50.125
_result,42,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_124,MEDICAL,100,T,findata,5400,370068.48,68.5312
_result,43,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_125,SOFTWARE,106,CT,findata,5700,426787.5,74.875
_result,44,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_126,MEDICAL,1,T,findata,5100,479400.0,94.0
_result,45,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_127,FINANCIAL,1,CT,findata,800,52800.0,66.0
_result,46,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_128,BANKING,100,CT,findata,4100,218709.58,53.3438
_result,47,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_12843,ENTERTAINMENT,75,T,findata,4000,144124.8,36.0312
_result,48,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_129,CHEMICALS,10,CT,findata,6100,207972.18,34.0938
_result,49,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_13,BANKING,10,T,findata,7900,213300.0,27.0
_result,50,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_130,PHARMACEUTICALS,1,CT,findata,1100,49500.0,45.0
_result,51,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_13088,BANKING,71,CT,findata,7600,380237.12,50.0312
_result,52,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_131,CHEMICALS,1,CT,findata,700,22400.0,32.0
_result,53,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_132,MEDICAL,10,CT,findata,6400,499399.68,78.0312
_result,54,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_13215,COMPUTERS,7,CT,findata,5000,200000.0,40.0
_result,55,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_1322,FINANCIAL,65,T,findata,9900,297928.62,30.0938
_result,56,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_133,CONSTRUCTION,101,T,findata,6600,99412.5,15.0625
_result,57,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_134,INDUSTRIAL,10,T,findata,8400,311325.0,37.0625
_result,58,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_135,INDUSTRIAL,10,T,findata,600,40200.0,67.0
_result,59,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_136,FINANCIAL,1,T,findata,9600,19200.0,2.0
_result,60,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_13616,COMPUTERS,71,CT,findata,9000,425530.8,47.2812
_result,61,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_13655,BANKING,68,CT,findata,4100,48687.5,11.875
_result,62,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_137,SOFTWARE,101,CT,findata,3500,63437.5,18.125
_result,63,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_13711,BANKING,74,CT,findata,700,25200.0,36.0
_result,64,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_13769,SOFTWARE,73,CT,findata,6800,198475.0,29.1875
_result,65,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_138,CONSTRUCTION,1,CT,findata,7800,132600.0,17.0
_result,66,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_13811,COMPUTERS,65,CT,findata,5700,308512.5,54.125
_result,67,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_139,COMPUTERS,1,T,findata,300,9600.0,32.0
_result,68,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_13917,MEDICAL,63,T,findata,5500,527312.5,95.875
_result,69,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_14,CHEMICALS,10,CT,findata,500,41046.9,82.0938
_result,70,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_140,BANKING,1,T,findata,900,63000.0,70.0
_result,71,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_14029,SOFTWARE,74,CT,findata,2400,221474.88,92.2812
_result,72,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_141,CONSTRUCTION,1,CT,findata,1600,35200.0,22.0
_result,73,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_142,CONSTRUCTION,1,CT,findata,5700,165300.0,29.0
_result,74,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_14214,INDUSTRIAL,63,T,findata,3800,23631.25,6.2188
_result,75,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_14264,COMPUTERS,71,CT,findata,1600,600.0,0.375
_result,76,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_143,FINANCIAL,1,T,findata,600,9000.0,15.0
_result,77,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_14324,SOFTWARE,64,T,findata,8500,434297.3,51.0938
_result,78,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_14331,CONSTRUCTION,70,CT,findata,6400,519000.32,81.0938
_result,79,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_144,INDUSTRIAL,1,T,findata,1800,118800.0,66.0
_result,80,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_14451,MEDICAL,48,T,findata,9300,567590.16,61.0312
_result,81,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_145,COMPUTERS,1,T,findata,6700,522600.0,78.0
_result,82,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_14572,BANKING,81,T,findata,6400,173600.0,27.125
_result,83,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_146,SOFTWARE,100,CT,findata,7200,286875.36,39.8438
_result,84,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_14673,PHARMACEUTICALS,73,T,findata,3400,232156.08,68.2812
_result,85,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_147,COMPUTERS,100,T,findata,4200,231131.04,55.0312
_result,86,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_148,COMPUTERS,1,CT,findata,7700,754600.0,98.0
_result,87,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_14890,MEDICAL,62,T,findata,4500,211500.0,47.0
_result,88,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_149,CONSTRUCTION,16,CT,findata,2600,47043.88,18.0938
_result,89,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_15,INDUSTRIAL,1,CT,findata,8500,263500.0,31.0
_result,90,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_150,BANKING,104,CT,findata,3400,305575.0,89.875
_result,91,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_151,SOFTWARE,100,T,findata,2800,106575.0,38.0625
_result,92,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_152,CHEMICALS,1,T,findata,9100,9100.0,1.0
_result,93,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_15235,INDUSTRIAL,72,T,findata,5200,208487.76,40.0938
_result,94,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_153,SOFTWARE,1,CT,findata,4000,328000.0,82.0
_result,95,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_154,BANKING,1,T,findata,8400,92400.0,11.0
_result,96,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_15425,SOFTWARE,52,T,findata,6700,182575.0,27.25
_result,97,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_155,CONSTRUCTION,12,CT,findata,4500,427077.9,94.9062
_result,98,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_156,CHEMICALS,101,T,findata,9400,593375.0,63.125
_result,99,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_157,FINANCIAL,10,T,findata,9300,353400.0,38.0
_result,100,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_15788,COMPUTERS,66,T,findata,5000,181406.0,36.2812
_result,101,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_158,COMPUTERS,101,CT,findata,5700,468112.5,82.125
_result,102,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_159,ENTERTAINMENT,101,CT,findata,8700,312656.25,35.9375
_result,103,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_16,INDUSTRIAL,1,T,findata,8900,863300.0,97.0
_result,104,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_160,COMPUTERS,1,CT,findata,4900,245000.0,50.0
_result,105,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_161,SOFTWARE,1,CT,findata,8200,164000.0,20.0
_result,106,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_162,ENTERTAINMENT,11,CT,findata,2000,115875.0,57.9375
_result,107,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_163,CHEMICALS,10,T,findata,6600,508405.92,77.0312
_result,108,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_164,COMPUTERS,1,T,findata,5300,259700.0,49.0
_result,109,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_165,PHARMACEUTICALS,1,CT,findata,5500,533500.0,97.0
_result,110,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_166,PHARMACEUTICALS,1,T,findata,5300,227900.0,43.0
_result,111,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_1661,BANKING,61,CT,findata,2300,81075.0,35.25
_result,112,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_16683,SOFTWARE,64,T,findata,900,61340.58,68.1562
_result,113,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_167,BANKING,100,CT,findata,2000,112250.0,56.125
_result,114,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_168,MEDICAL,10,CT,findata,700,51821.84,74.0312
_result,115,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_169,CHEMICALS,1,CT,findata,5000,440000.0,88.0
_result,116,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_1694,CHEMICALS,55,CT,findata,6000,450750.0,75.125
_result,117,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_16994,CONSTRUCTION,84,CT,findata,8800,7150.0,0.8125
_result,118,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_17,PHARMACEUTICALS,10,T,findata,300,22809.36,76.0312
_result,119,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_170,CONSTRUCTION,1,T,findata,7100,305300.0,43.0
_result,120,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_171,CONSTRUCTION,103,T,findata,2100,187293.75,89.1875
_result,121,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_17192,BANKING,6,T,findata,2800,170712.64,60.9688
_result,122,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_172,SOFTWARE,10,CT,findata,4000,336250.0,84.0625
_result,123,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_17282,COMPUTERS,6,CT,findata,1300,70200.0,54.0
_result,124,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_173,INDUSTRIAL,1,T,findata,1500,103500.0,69.0
_result,125,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_174,ENTERTAINMENT,1,T,findata,8300,224100.0,27.0
_result,126,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_17446,MEDICAL,17,T,findata,9600,229800.0,23.9375
_result,127,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_175,BANKING,1,T,findata,2000,106000.0,53.0
_result,128,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_17562,INDUSTRIAL,55,CT,findata,4700,409046.64,87.0312
_result,129,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_17578,ENTERTAINMENT,5,T,findata,600,40200.0,67.0
_result,130,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_176,FINANCIAL,1,CT,findata,9900,673200.0,68.0
_result,131,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_177,CONSTRUCTION,54,T,findata,7400,660450.0,89.25
_result,132,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_178,PHARMACEUTICALS,101,T,findata,7700,487025.0,63.25
_result,133,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_179,CONSTRUCTION,103,T,findata,2100,202321.98,96.3438
_result,134,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_18,PHARMACEUTICALS,1,CT,findata,3800,171000.0,45.0
_result,135,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_180,FINANCIAL,100,T,findata,5800,193030.96,33.2812
_result,136,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_18064,BANKING,86,CT,findata,2100,21131.25,10.0625
_result,137,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_181,FINANCIAL,101,T,findata,1200,73350.0,61.125
_result,138,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_18145,BANKING,75,T,findata,9500,562875.0,59.25
_result,139,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_182,FINANCIAL,1,T,findata,2800,249200.0,89.0
_result,140,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_18204,INDUSTRIAL,62,CT,findata,200,17281.24,86.4062
_result,141,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_183,COMPUTERS,101,T,findata,1000,16187.5,16.1875
_result,142,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_18302,INDUSTRIAL,69,CT,findata,4500,293343.75,65.1875
_result,143,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_18336,BANKING,59,T,findata,8200,810775.0,98.875
_result,144,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_184,PHARMACEUTICALS,1,CT,findata,9300,437100.0,47.0
_result,145,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_185,BANKING,100,CT,findata,5300,228727.86,43.1562
_result,146,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_1854,FINANCIAL,62,CT,findata,6700,349865.96,52.2188
_result,147,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_186,BANKING,13,CT,findata,1100,75865.68,68.9688
_result,148,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_18654,ENTERTAINMENT,84,T,findata,1300,60978.06,46.9062
_result,149,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_18688,PHARMACEUTICALS,66,CT,findata,6700,219634.04,32.7812
_result,150,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_187,PHARMACEUTICALS,1,T,findata,1100,14300.0,13.0
_result,151,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_18785,INDUSTRIAL,55,T,findata,9000,646875.0,71.875
_result,152,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_188,FINANCIAL,103,T,findata,1800,43593.84,24.2188
_result,153,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_189,MEDICAL,10,T,findata,3500,276937.5,79.125
_result,154,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_19,CONSTRUCTION,1,T,findata,9900,9900.0,1.0
_result,155,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_190,SOFTWARE,1,CT,findata,5000,200000.0,40.0
_result,156,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_191,ENTERTAINMENT,1,T,findata,3900,159900.0,41.0
_result,157,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_1912,FINANCIAL,73,CT,findata,3900,215109.18,55.1562
_result,158,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_19188,CHEMICALS,70,T,findata,9000,781594.2,86.8438
_result,159,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_192,SOFTWARE,1,T,findata,5100,127500.0,25.0
_result,160,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_193,COMPUTERS,1,CT,findata,4700,18800.0,4.0
_result,161,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_194,COMPUTERS,100,T,findata,9500,836593.75,88.0625
_result,162,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_19491,MEDICAL,9,CT,findata,7000,616656.6,88.0938
_result,163,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_195,FINANCIAL,1,T,findata,400,23600.0,59.0
_result,164,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_19593,SOFTWARE,71,CT,findata,6100,516784.68,84.7188
_result,165,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_196,COMPUTERS,10,T,findata,1800,91800.0,51.0
_result,166,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_197,PHARMACEUTICALS,10,CT,findata,5700,57177.84,10.0312
_result,167,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_19708,COMPUTERS,78,CT,findata,2200,182943.64,83.1562
_result,168,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_198,INDUSTRIAL,102,T,findata,5600,386400.0,69.0
_result,169,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_199,INDUSTRIAL,1,T,findata,5900,554600.0,94.0
_result,170,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_19926,PHARMACEUTICALS,58,T,findata,2600,60043.88,23.0938
_result,171,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_19990,ENTERTAINMENT,5,CT,findata,8300,522900.0,63.0
_result,172,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_2,SOFTWARE,10,CT,findata,1700,153000.0,90.0
_result,173,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_20,CONSTRUCTION,100,T,findata,2200,121343.64,55.1562
_result,174,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_200,COMPUTERS,1,CT,findata,8200,639600.0,78.0
_result,175,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_20068,CHEMICALS,58,T,findata,500,984.375,1.9688
_result,176,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_201,CONSTRUCTION,10,T,findata,8600,696868.32,81.0312
_result,177,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_202,INDUSTRIAL,1,T,findata,4400,268400.0,61.0
_result,178,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_203,COMPUTERS,1,T,findata,3500,301000.0,86.0
_result,179,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_204,PHARMACEUTICALS,100,T,findata,6500,143202.8,22.0312
_result,180,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_20416,SOFTWARE,83,T,findata,8500,619702.7,72.9062
_result,181,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_205,COMPUTERS,100,T,findata,7800,189637.5,24.3125
_result,182,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_206,MEDICAL,1,T,findata,2400,79200.0,33.0
_result,183,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_20655,FINANCIAL,9,T,findata,4800,211200.0,44.0
