result,table,_start,_stop,Ex,Id,SIC,SeqNo,Type,_measurement,sum1,sum2,Volume
_result,18,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_114,SOFTWARE,100,T,findata,8000,712249.6,89.0312
_result,19,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_115,CHEMICALS,10,T,findata,6100,23828.125,3.9062
_result,20,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_116,COMPUTERS,10,T,findata,8200,746455.84,91.0312
_result,21,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_117,CHEMICALS,102,T,findata,3900,296156.25,75.9375
_result,22,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_118,PHARMACEUTICALS,1,CT,findata,2800,47600.0,17.0
_result,23,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_119,ENTERTAINMENT,1,T,findata,3400,115600.0,34.0
_result,24,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_12,INDUSTRIAL,1,T,findata,2400,48000.0,20.0
_result,25,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_120,ENTERTAINMENT,11,T,findata,1900,157818.75,83.0625
_result,26,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_121,PHARMACEUTICALS,1,CT,findata,600,25200.0,42.0
_result,27,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_122,MEDICAL,1,T,findata,2600,62400.0,24.0
_result,28,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_123,INDUSTRIAL,10,T,findata,3100,154806.25,49.9375
_result,29,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_124,MEDICAL,100,T,findata,5400,370068.48,68.5312
_result,30,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_125,SOFTWARE,106,CT,findata,5700,426787.5,74.875
_result,31,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_126,MEDICAL,1,T,findata,5100,479400.0,94.0
_result,32,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_127,FINANCIAL,1,CT,findata,800,52800.0,66.0
_result,33,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_128,BANKING,100,CT,findata,4100,218709.58,53.3438
_result,34,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_129,CHEMICALS,10,CT,findata,6100,207972.18,34.0938
_result,35,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_13,BANKING,10,T,findata,7900,213300.0,27.0
_result,36,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_130,PHARMACEUTICALS,1,CT,findata,1100,49500.0,45.0
_result,37,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_131,CHEMICALS,1,CT,findata,700,22400.0,32.0
_result,38,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_132,MEDICAL,10,CT,findata,6400,499399.68,78.0312
_result,39,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_133,CONSTRUCTION,101,T,findata,6600,99412.5,15.0625
_result,40,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_134,INDUSTRIAL,10,T,findata,8400,311325.0,37.0625
_result,41,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_135,INDUSTRIAL,10,T,findata,600,40200.0,67.0
_result,42,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_136,FINANCIAL,1,T,findata,9600,19200.0,2.0
_result,43,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_137,SOFTWARE,101,CT,findata,3500,63437.5,18.125
_result,44,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_138,CONSTRUCTION,1,CT,findata,7800,132600.0,17.0
_result,45,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_139,COMPUTERS,1,T,findata,300,9600.0,32.0
_result,46,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_14,CHEMICALS,10,CT,findata,500,41046.9,82.0938
_result,47,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_140,BANKING,1,T,findata,900,63000.0,70.0
_result,48,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_141,CONSTRUCTION,1,CT,findata,1600,35200.0,22.0
_result,49,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_142,CONSTRUCTION,1,CT,findata,5700,165300.0,29.0
_result,50,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_143,FINANCIAL,1,T,findata,600,9000.0,15.0
_result,51,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_144,INDUSTRIAL,1,T,findata,1800,118800.0,66.0
_result,52,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_145,COMPUTERS,1,T,findata,6700,522600.0,78.0
_result,53,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_146,SOFTWARE,100,CT,findata,7200,286875.36,39.8438
_result,54,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_147,COMPUTERS,100,T,findata,4200,231131.04,55.0312
_result,55,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_148,COMPUTERS,1,CT,findata,7700,754600.0,98.0
_result,56,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_149,CONSTRUCTION,16,CT,findata,2600,47043.88,18.0938
_result,57,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_15,INDUSTRIAL,1,CT,findata,8500,263500.0,31.0
_result,58,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_150,BANKING,104,CT,findata,3400,305575.0,89.875
_result,59,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_151,SOFTWARE,100,T,findata,2800,106575.0,38.0625
_result,60,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_152,CHEMICALS,1,T,findata,9100,9100.0,1.0
_result,61,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_153,SOFTWARE,1,CT,findata,4000,328000.0,82.0
_result,62,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_154,BANKING,1,T,findata,8400,92400.0,11.0
_result,63,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_155,CONSTRUCTION,12,CT,findata,4500,427077.9,94.9062
_result,64,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_156,CHEMICALS,101,T,findata,9400,593375.0,63.125
_result,65,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_157,FINANCIAL,10,T,findata,9300,353400.0,38.0
_result,66,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_158,COMPUTERS,101,CT,findata,5700,468112.5,82.125
_result,67,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_159,ENTERTAINMENT,101,CT,findata,8700,312656.25,35.9375
_result,68,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_16,INDUSTRIAL,1,T,findata,8900,863300.0,97.0
_result,69,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_160,COMPUTERS,1,CT,findata,4900,245000.0,50.0
_result,70,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_161,SOFTWARE,1,CT,findata,8200,164000.0,20.0
_result,71,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_162,ENTERTAINMENT,11,CT,findata,2000,115875.0,57.9375
_result,72,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_163,CHEMICALS,10,T,findata,6600,508405.92,77.0312
_result,73,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_164,COMPUTERS,1,T,findata,5300,259700.0,49.0
_result,74,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_165,PHARMACEUTICALS,1,CT,findata,5500,533500.0,97.0
_result,75,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_166,PHARMACEUTICALS,1,T,findata,5300,227900.0,43.0
_result,76,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_167,BANKING,100,CT,findata,2000,112250.0,56.125
_result,77,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_168,MEDICAL,10,CT,findata,700,51821.84,74.0312
_result,78,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_169,CHEMICALS,1,CT,findata,5000,440000.0,88.0
_result,79,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_17,PHARMACEUTICALS,10,T,findata,300,22809.36,76.0312
_result,80,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_170,CONSTRUCTION,1,T,findata,7100,305300.0,43.0
_result,81,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_171,CONSTRUCTION,103,T,findata,2100,187293.75,89.1875
_result,82,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_172,SOFTWARE,10,CT,findata,4000,336250.0,84.0625
_result,83,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_173,INDUSTRIAL,1,T,findata,1500,103500.0,69.0
_result,84,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_174,ENTERTAINMENT,1,T,findata,8300,224100.0,27.0
_result,85,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_175,BANKING,1,T,findata,2000,106000.0,53.0
_result,86,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_176,FINANCIAL,1,CT,findata,9900,673200.0,68.0
_result,87,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_177,CHEMICALS,1,CT,findata,2000,32000.0,16.0
_result,88,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_178,PHARMACEUTICALS,101,T,findata,7700,487025.0,63.25
_result,89,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_179,CONSTRUCTION,103,T,findata,2100,202321.98,96.3438
_result,90,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_18,PHARMACEUTICALS,1,CT,findata,3800,171000.0,45.0
_result,91,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_180,FINANCIAL,100,T,findata,5800,193030.96,33.2812
_result,92,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_181,FINANCIAL,101,T,findata,1200,73350.0,61.125
_result,93,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_182,FINANCIAL,1,T,findata,2800,249200.0,89.0
_result,94,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_183,COMPUTERS,101,T,findata,1000,16187.5,16.1875
_result,95,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_184,PHARMACEUTICALS,1,CT,findata,9300,437100.0,47.0
_result,96,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_185,BANKING,100,CT,findata,5300,228727.86,43.1562
_result,97,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_186,BANKING,13,CT,findata,1100,75865.68,68.9688
_result,98,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_187,PHARMACEUTICALS,1,T,findata,1100,14300.0,13.0
_result,99,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_188,FINANCIAL,103,T,findata,1800,43593.84,24.2188
_result,100,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_189,MEDICAL,10,T,findata,3500,276937.5,79.125
_result,101,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_19,CONSTRUCTION,1,T,findata,9900,9900.0,1.0
_result,102,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_190,SOFTWARE,1,CT,findata,5000,200000.0,40.0
_result,103,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_191,ENTERTAINMENT,1,T,findata,3900,159900.0,41.0
_result,104,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_192,SOFTWARE,1,T,findata,5100,127500.0,25.0
_result,105,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_193,COMPUTERS,1,CT,findata,4700,18800.0,4.0
_result,106,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_194,COMPUTERS,100,T,findata,9500,836593.75,88.0625
_result,107,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_195,FINANCIAL,1,T,findata,400,23600.0,59.0
_result,108,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_196,COMPUTERS,10,T,findata,1800,91800.0,51.0
_result,109,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_197,PHARMACEUTICALS,10,CT,findata,5700,57177.84,10.0312
_result,110,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_198,INDUSTRIAL,102,T,findata,5600,386400.0,69.0
_result,111,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_199,INDUSTRIAL,1,T,findata,5900,554600.0,94.0
_result,112,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_2,SOFTWARE,10,CT,findata,1700,153000.0,90.0
_result,113,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_20,CONSTRUCTION,100,T,findata,2200,121343.64,55.1562
_result,114,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_200,COMPUTERS,1,CT,findata,8200,639600.0,78.0
_result,115,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_201,CONSTRUCTION,10,T,findata,8600,696868.32,81.0312
_result,116,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_202,INDUSTRIAL,1,T,findata,4400,268400.0,61.0
_result,117,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_203,COMPUTERS,1,T,findata,3500,301000.0,86.0
_result,118,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_204,PHARMACEUTICALS,100,T,findata,6500,143202.8,22.0312
_result,119,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_205,COMPUTERS,100,T,findata,7800,189637.5,24.3125
_result,120,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_206,MEDICAL,1,T,findata,2400,79200.0,33.0
_result,121,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_207,BANKING,100,CT,findata,3900,90675.0,23.25
_result,122,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_208,PHARMACEUTICALS,1,T,findata,7900,489800.0,62.0
_result,123,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_209,SOFTWARE,1,T,findata,3400,302600.0,89.0
_result,124,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_21,INDUSTRIAL,100,T,findata,9300,109856.25,11.8125
_result,125,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_210,BANKING,1,T,findata,2100,102900.0,49.0
_result,126,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_211,INDUSTRIAL,1,T,findata,4400,299200.0,68.0
_result,127,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_212,MEDICAL,10,T,findata,6900,366562.5,53.125
_result,128,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_213,CONSTRUCTION,1,CT,findata,4300,38700.0,9.0
_result,129,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_214,MEDICAL,10,CT,findata,3900,273243.75,70.0625
_result,130,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_215,ENTERTAINMENT,13,CT,findata,1800,25256.16,14.0312
_result,131,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_216,INDUSTRIAL,1,T,findata,6300,201600.0,32.0
_result,132,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_217,PHARMACEUTICALS,104,T,findata,8000,697249.6,87.1562
_result,133,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_218,MEDICAL,10,CT,findata,5600,431374.72,77.0312
_result,134,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_219,PHARMACEUTICALS,101,T,findata,900,24637.5,27.375
_result,135,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_22,MEDICAL,100,CT,findata,5600,100974.72,18.0312
_result,136,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_220,SOFTWARE,100,CT,findata,4100,382709.58,93.3438
_result,137,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_221,CONSTRUCTION,10,CT,findata,2200,156337.5,71.0625
_result,138,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_222,CONSTRUCTION,10,T,findata,7300,226300.0,31.0
_result,139,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_223,PHARMACEUTICALS,10,T,findata,600,44418.72,74.0312
_result,140,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_224,ENTERTAINMENT,1,T,findata,1800,138600.0,77.0
_result,141,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_225,INDUSTRIAL,101,T,findata,8000,125249.6,15.6562
_result,142,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_226,INDUSTRIAL,1,T,findata,3600,316800.0,88.0
_result,143,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_227,PHARMACEUTICALS,103,T,findata,3100,210606.25,67.9375
_result,144,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_228,ENTERTAINMENT,10,CT,findata,8600,688000.0,80.0
_result,145,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_229,FINANCIAL,1,T,findata,3900,140400.0,36.0
_result,146,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_23,CHEMICALS,10,T,findata,2000,105937.6,52.9688
_result,147,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_230,BANKING,1,T,findata,3500,147000.0,42.0
_result,148,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_231,BANKING,10,T,findata,4100,32800.0,8.0
_result,149,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_232,SOFTWARE,1,CT,findata,7200,244800.0,34.0
_result,150,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_233,CHEMICALS,1,CT,findata,1800,81000.0,45.0
_result,151,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_234,FINANCIAL,1,T,findata,8800,396000.0,45.0
_result,152,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_235,ENTERTAINMENT,10,T,findata,9100,738237.5,81.125
_result,153,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_236,CONSTRUCTION,10,T,findata,2100,134728.02,64.1562
_result,154,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_237,BANKING,10,T,findata,7200,417375.36,57.9688
_result,155,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_238,SOFTWARE,101,T,findata,9200,28175.0,3.0625
_result,156,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_239,PHARMACEUTICALS,101,CT,findata,9300,820725.0,88.25
_result,157,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_24,INDUSTRIAL,1,CT,findata,8300,381800.0,46.0
_result,158,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_240,BANKING,1,T,findata,1100,45100.0,41.0
_result,159,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_241,BANKING,1,T,findata,200,0.0,0.0
_result,160,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_242,COMPUTERS,1,CT,findata,3200,195200.0,61.0
_result,161,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_243,SOFTWARE,1,CT,findata,5700,342000.0,60.0
_result,162,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_244,COMPUTERS,1,CT,findata,2000,20000.0,10.0
_result,163,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_245,PHARMACEUTICALS,10,CT,findata,4500,94500.0,21.0
_result,164,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_246,CHEMICALS,10,T,findata,9700,960906.25,99.0625
_result,165,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_247,INDUSTRIAL,1,CT,findata,6300,226800.0,36.0
_result,166,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_248,MEDICAL,10,T,findata,8100,656859.78,81.0938
_result,167,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_249,ENTERTAINMENT,10,T,findata,5800,562962.5,97.0625
_result,168,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_25,ENTERTAINMENT,1,CT,findata,2500,187500.0,75.0
_result,169,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_250,BANKING,102,CT,findata,4600,309206.48,67.2188
_result,170,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_251,INDUSTRIAL,1,T,findata,1800,136800.0,76.0
_result,171,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_252,CHEMICALS,10,CT,findata,3700,225584.56,60.9688
_result,172,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_253,FINANCIAL,100,T,findata,8000,81000.0,10.125
_result,173,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_254,SOFTWARE,10,CT,findata,6800,489812.16,72.0312
_result,174,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_255,SOFTWARE,102,CT,findata,3700,236568.75,63.9375
_result,175,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_256,SOFTWARE,10,CT,findata,4100,332484.58,81.0938
_result,176,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_257,MEDICAL,10,T,findata,7100,404700.0,57.0
_result,177,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,TK,Security_258,COMPUTERS,1,T,findata,2800,56000.0,20.0
_result,178,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,NY,Security_259,SOFTWARE,1,CT,findata,1400,28000.0,20.0
_result,179,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_26,SOFTWARE,1,T,findata,4200,21000.0,5.0
_result,180,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_260,ENTERTAINMENT,1,T,findata,1000,33000.0,33.0
_result,181,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,O,Security_261,SOFTWARE,1,CT,findata,9700,417100.0,43.0
_result,182,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,LN,Security_262,SOFTWARE,104,CT,findata,6000,138187.2,23.0312
_result,183,2022-11-21T00:00:00+00:00,2022-11-22T00:00:00+00:00,AM,Security_263,PHARMACEUTICALS,10,T,findata,5100,239062.5,46.875
