result,table,_start,_stop,_time,_value,Ex,Id,SIC,SeqNo,Type,_field,_measurement
Query 1,8,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,9.0625,AM,Security_500,INDUSTRIAL,13,Q,BidPrice,findata
Query 1,8,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,13,Q,BidPrice,findata
Query 1,9,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,8300.0,AM,Security_500,INDUSTRIAL,13,Q,BidSize,findata
Query 1,9,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,13,Q,BidSize,findata
Query 1,10,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,9.0625,AM,Security_500,INDUSTRIAL,14,T,TradePrice,findata
Query 1,10,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,14,T,TradePrice,findata
Query 1,11,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,1100.0,AM,Security_500,INDUSTRIAL,14,T,TradeSize,findata
Query 1,11,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,14,T,TradeSize,findata
Query 1,12,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,9.0625,AM,Security_500,INDUSTRIAL,15,CT,TradePrice,findata
Query 1,12,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,15,CT,TradePrice,findata
Query 1,13,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,4500.0,AM,Security_500,INDUSTRIAL,15,CT,TradeSize,findata
Query 1,13,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,15,CT,TradeSize,findata
Query 1,14,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,16,CT,TradePrice,findata
Query 1,14,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0625,AM,Security_500,INDUSTRIAL,16,CT,TradePrice,findata
Query 1,15,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,16,CT,TradeSize,findata
Query 1,15,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,7700.0,AM,Security_500,INDUSTRIAL,16,CT,TradeSize,findata
Query 1,16,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,17,Q,BidPrice,findata
Query 1,16,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0625,AM,Security_500,INDUSTRIAL,17,Q,BidPrice,findata
Query 1,17,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,17,Q,BidSize,findata
Query 1,17,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,6700.0,AM,Security_500,INDUSTRIAL,17,Q,BidSize,findata
Query 1,18,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,18,T,TradePrice,findata
Query 1,18,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0625,AM,Security_500,INDUSTRIAL,18,T,TradePrice,findata
Query 1,19,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,18,T,TradeSize,findata
Query 1,19,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,8600.0,AM,Security_500,INDUSTRIAL,18,T,TradeSize,findata
Query 1,20,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,19,T,TradePrice,findata
Query 1,20,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0625,AM,Security_500,INDUSTRIAL,19,T,TradePrice,findata
Query 1,21,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,19,T,TradeSize,findata
Query 1,21,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,6500.0,AM,Security_500,INDUSTRIAL,19,T,TradeSize,findata
Query 1,22,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,9.0,AM,Security_500,INDUSTRIAL,2,CT,TradePrice,findata
Query 1,22,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,2,CT,TradePrice,findata
Query 1,23,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,8800.0,AM,Security_500,INDUSTRIAL,2,CT,TradeSize,findata
Query 1,23,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,2,CT,TradeSize,findata
Query 1,24,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,20,T,TradePrice,findata
Query 1,24,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0625,AM,Security_500,INDUSTRIAL,20,T,TradePrice,findata
Query 1,25,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,20,T,TradeSize,findata
Query 1,25,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,5000.0,AM,Security_500,INDUSTRIAL,20,T,TradeSize,findata
Query 1,26,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,21,Q,BidPrice,findata
Query 1,26,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0312,AM,Security_500,INDUSTRIAL,21,Q,BidPrice,findata
Query 1,27,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,21,Q,BidSize,findata
Query 1,27,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,5300.0,AM,Security_500,INDUSTRIAL,21,Q,BidSize,findata
Query 1,28,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,22,CT,TradePrice,findata
Query 1,28,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0312,AM,Security_500,INDUSTRIAL,22,CT,TradePrice,findata
Query 1,29,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,22,CT,TradeSize,findata
Query 1,29,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9200.0,AM,Security_500,INDUSTRIAL,22,CT,TradeSize,findata
Query 1,30,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,23,T,TradePrice,findata
Query 1,30,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0312,AM,Security_500,INDUSTRIAL,23,T,TradePrice,findata
Query 1,31,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,23,T,TradeSize,findata
Query 1,31,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,6200.0,AM,Security_500,INDUSTRIAL,23,T,TradeSize,findata
Query 1,32,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,24,CT,TradePrice,findata
Query 1,32,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0312,AM,Security_500,INDUSTRIAL,24,CT,TradePrice,findata
Query 1,33,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,24,CT,TradeSize,findata
Query 1,33,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,1500.0,AM,Security_500,INDUSTRIAL,24,CT,TradeSize,findata
Query 1,34,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,25,Q,BidPrice,findata
Query 1,34,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0312,AM,Security_500,INDUSTRIAL,25,Q,BidPrice,findata
Query 1,35,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,25,Q,BidSize,findata
Query 1,35,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,5800.0,AM,Security_500,INDUSTRIAL,25,Q,BidSize,findata
Query 1,36,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,26,T,TradePrice,findata
Query 1,36,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0312,AM,Security_500,INDUSTRIAL,26,T,TradePrice,findata
Query 1,37,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,26,T,TradeSize,findata
Query 1,37,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,7000.0,AM,Security_500,INDUSTRIAL,26,T,TradeSize,findata
Query 1,38,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,27,Q,AskPrice,findata
Query 1,38,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0312,AM,Security_500,INDUSTRIAL,27,Q,AskPrice,findata
Query 1,39,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,27,Q,AskSize,findata
Query 1,39,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,5600.0,AM,Security_500,INDUSTRIAL,27,Q,AskSize,findata
Query 1,40,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,28,Q,BidPrice,findata
Query 1,40,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0312,AM,Security_500,INDUSTRIAL,28,Q,BidPrice,findata
Query 1,41,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,28,Q,BidSize,findata
Query 1,41,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,8300.0,AM,Security_500,INDUSTRIAL,28,Q,BidSize,findata
Query 1,42,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,29,Q,BidPrice,findata
Query 1,42,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0,AM,Security_500,INDUSTRIAL,29,Q,BidPrice,findata
Query 1,43,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,29,Q,BidSize,findata
Query 1,43,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,6200.0,AM,Security_500,INDUSTRIAL,29,Q,BidSize,findata
Query 1,44,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,9.0,AM,Security_500,INDUSTRIAL,3,CT,TradePrice,findata
Query 1,44,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,3,CT,TradePrice,findata
Query 1,45,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,1700.0,AM,Security_500,INDUSTRIAL,3,CT,TradeSize,findata
Query 1,45,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,3,CT,TradeSize,findata
Query 1,46,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,30,Q,BidPrice,findata
Query 1,46,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0625,AM,Security_500,INDUSTRIAL,30,Q,BidPrice,findata
Query 1,47,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,30,Q,BidSize,findata
Query 1,47,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,2900.0,AM,Security_500,INDUSTRIAL,30,Q,BidSize,findata
Query 1,48,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,31,T,TradePrice,findata
Query 1,48,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0625,AM,Security_500,INDUSTRIAL,31,T,TradePrice,findata
Query 1,49,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,31,T,TradeSize,findata
Query 1,49,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,4500.0,AM,Security_500,INDUSTRIAL,31,T,TradeSize,findata
Query 1,50,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,32,Q,BidPrice,findata
Query 1,50,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0938,AM,Security_500,INDUSTRIAL,32,Q,BidPrice,findata
Query 1,51,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,32,Q,BidSize,findata
Query 1,51,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,4500.0,AM,Security_500,INDUSTRIAL,32,Q,BidSize,findata
Query 1,52,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,33,CT,TradePrice,findata
Query 1,52,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0938,AM,Security_500,INDUSTRIAL,33,CT,TradePrice,findata
Query 1,53,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,33,CT,TradeSize,findata
Query 1,53,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,3500.0,AM,Security_500,INDUSTRIAL,33,CT,TradeSize,findata
Query 1,54,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,34,Q,AskPrice,findata
Query 1,54,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.1875,AM,Security_500,INDUSTRIAL,34,Q,AskPrice,findata
Query 1,55,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,34,Q,AskSize,findata
Query 1,55,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,8800.0,AM,Security_500,INDUSTRIAL,34,Q,AskSize,findata
Query 1,56,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,35,Q,AskPrice,findata
Query 1,56,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.125,AM,Security_500,INDUSTRIAL,35,Q,AskPrice,findata
Query 1,57,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,35,Q,AskSize,findata
Query 1,57,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,4300.0,AM,Security_500,INDUSTRIAL,35,Q,AskSize,findata
Query 1,58,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,36,Q,BidPrice,findata
Query 1,58,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0938,AM,Security_500,INDUSTRIAL,36,Q,BidPrice,findata
Query 1,59,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,36,Q,BidSize,findata
Query 1,59,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,5200.0,AM,Security_500,INDUSTRIAL,36,Q,BidSize,findata
Query 1,60,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,37,Q,AskPrice,findata
Query 1,60,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0938,AM,Security_500,INDUSTRIAL,37,Q,AskPrice,findata
Query 1,61,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,37,Q,AskSize,findata
Query 1,61,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,3300.0,AM,Security_500,INDUSTRIAL,37,Q,AskSize,findata
Query 1,62,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,38,Q,AskPrice,findata
Query 1,62,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.1875,AM,Security_500,INDUSTRIAL,38,Q,AskPrice,findata
Query 1,63,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,38,Q,AskSize,findata
Query 1,63,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,7500.0,AM,Security_500,INDUSTRIAL,38,Q,AskSize,findata
Query 1,64,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,39,CT,TradePrice,findata
Query 1,64,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.0938,AM,Security_500,INDUSTRIAL,39,CT,TradePrice,findata
Query 1,65,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,39,CT,TradeSize,findata
Query 1,65,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,800.0,AM,Security_500,INDUSTRIAL,39,CT,TradeSize,findata
Query 1,66,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,8.9688,AM,Security_500,INDUSTRIAL,4,Q,BidPrice,findata
Query 1,66,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,4,Q,BidPrice,findata
Query 1,67,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,2200.0,AM,Security_500,INDUSTRIAL,4,Q,BidSize,findata
Query 1,67,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,4,Q,BidSize,findata
Query 1,68,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,40,Q,BidPrice,findata
Query 1,68,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9.125,AM,Security_500,INDUSTRIAL,40,Q,BidPrice,findata
Query 1,69,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_500,INDUSTRIAL,40,Q,BidSize,findata
Query 1,69,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,2700.0,AM,Security_500,INDUSTRIAL,40,Q,BidSize,findata
Query 1,70,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,8.9688,AM,Security_500,INDUSTRIAL,5,CT,TradePrice,findata
Query 1,70,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,5,CT,TradePrice,findata
Query 1,71,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,6200.0,AM,Security_500,INDUSTRIAL,5,CT,TradeSize,findata
Query 1,71,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,5,CT,TradeSize,findata
Query 1,72,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,8.9688,AM,Security_500,INDUSTRIAL,6,T,TradePrice,findata
Query 1,72,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,6,T,TradePrice,findata
Query 1,73,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,7600.0,AM,Security_500,INDUSTRIAL,6,T,TradeSize,findata
Query 1,73,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,6,T,TradeSize,findata
Query 1,74,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,8.9688,AM,Security_500,INDUSTRIAL,7,CT,TradePrice,findata
Query 1,74,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_500,INDUSTRIAL,7,CT,TradePrice,findata
